年月,customer_id,count_0,count_1,name,class,gender,start_date,end_date,campaign_id,is_deleted,class_name,price,campaign_name,mean,median,max,min,routine_flg,calc_date,membership_period,exit_date,period
201902,GD639016,4,3.0,XXXX,C01,M,2016-05-01,,CA1,0.0,オールタイム,10500.0,通常,4.666666666666667,5.0,6.0,3.0,1.0,2019-04-30,35.0,,0
201806,GD806895,6,7.0,XXXXX,C02,F,2017-05-01,,CA1,0.0,デイタイム,7500.0,通常,6.333333333333332,6.5,9.0,4.0,1.0,2019-04-30,23.0,,0
201812,TS945284,4,3.0,XXX,C03,M,2015-05-01,,CA1,0.0,ナイト,6000.0,通常,4.583333333333333,4.5,7.0,3.0,1.0,2019-04-30,47.0,,0
201808,OA358651,9,6.0,XXXXX,C01,F,2017-10-01,,CA1,0.0,オールタイム,10500.0,通常,5.833333333333332,6.5,9.0,2.0,1.0,2019-04-30,18.0,,0
201903,HD930920,7,8.0,XXXXX,C02,F,2018-12-07,,CA3,0.0,デイタイム,7500.0,入会費無料,6.75,7.0,8.0,5.0,1.0,2019-04-30,4.0,,0
201807,HD981245,11,,XX,C02,F,2018-07-08,,CA1,0.0,デイタイム,7500.0,通常,8.222222222222221,8.0,11.0,6.0,1.0,2019-04-30,9.0,,0
201807,IK446815,9,5.0,XXXX,C03,M,2015-08-01,,CA1,0.0,ナイト,6000.0,通常,5.333333333333333,5.5,9.0,2.0,1.0,2019-04-30,44.0,,0
201805,PL339883,8,7.0,XXXX,C02,F,2016-06-01,,CA1,0.0,デイタイム,7500.0,通常,5.5,5.5,8.0,3.0,1.0,2019-04-30,34.0,,0
201903,TS518383,7,4.0,XX,C01,M,2018-01-01,,CA1,0.0,オールタイム,10500.0,通常,7.416666666666668,7.5,10.0,4.0,1.0,2019-04-30,15.0,,0
201811,GD972640,5,7.0,XXX,C01,F,2016-06-01,,CA1,0.0,オールタイム,10500.0,通常,5.75,6.0,8.0,4.0,1.0,2019-04-30,34.0,,0
201810,AS997107,5,5.0,XXXX,C01,M,2017-10-01,,CA1,0.0,オールタイム,10500.0,通常,5.916666666666668,6.0,9.0,2.0,1.0,2019-04-30,18.0,,0
201810,TS790872,10,,XX,C01,M,2018-10-15,,CA1,0.0,オールタイム,10500.0,通常,8.666666666666666,9.0,10.0,7.0,1.0,2019-04-30,6.0,,0
201901,OA822905,3,7.0,XXXX,C01,F,2016-07-01,,CA2,0.0,オールタイム,10500.0,入会費半額,5.333333333333333,6.0,7.0,3.0,1.0,2019-04-30,33.0,,0
201808,HD769845,5,5.0,XXXX,C03,M,2016-02-01,,CA1,0.0,ナイト,6000.0,通常,4.666666666666667,5.0,7.0,2.0,1.0,2019-04-30,38.0,,0
201903,OA286310,5,2.0,XXX,C01,F,2016-10-01,,CA1,0.0,オールタイム,10500.0,通常,4.666666666666667,5.0,7.0,2.0,1.0,2019-04-30,30.0,,0
201903,HD159793,9,9.0,XXXXX,C01,M,2019-01-12,,CA1,0.0,オールタイム,10500.0,通常,8.333333333333334,9.0,9.0,7.0,1.0,2019-04-30,3.0,,0
201805,HD055792,5,7.0,XXXXX,C01,M,2017-11-01,,CA1,0.0,オールタイム,10500.0,通常,5.75,5.5,9.0,3.0,1.0,2019-04-30,17.0,,0
201808,HI388967,6,3.0,XXX,C02,F,2017-09-01,,CA1,0.0,デイタイム,7500.0,通常,4.75,5.0,10.0,1.0,1.0,2019-04-30,19.0,,0
201808,HD112851,6,7.0,XXXXX,C03,M,2017-08-01,,CA2,0.0,ナイト,6000.0,入会費半額,5.583333333333332,6.0,7.0,3.0,1.0,2019-04-30,20.0,,0
201809,OA876184,5,7.0,XXXX,C01,M,2016-03-01,,CA1,0.0,オールタイム,10500.0,通常,5.416666666666668,5.5,7.0,2.0,1.0,2019-04-30,37.0,,0
201901,PL706222,9,,XXXXX,C03,M,2019-01-08,,CA1,0.0,ナイト,6000.0,通常,8.333333333333334,8.0,9.0,8.0,1.0,2019-04-30,3.0,,0
201902,HD862903,5,4.0,XXXXXX,C02,F,2015-12-01,,CA1,0.0,デイタイム,7500.0,通常,4.333333333333333,4.0,6.0,3.0,1.0,2019-04-30,40.0,,0
201903,IK612587,5,6.0,XXXX,C01,M,2016-02-01,,CA1,0.0,オールタイム,10500.0,通常,4.666666666666667,4.5,8.0,2.0,1.0,2019-04-30,38.0,,0
201812,PL861755,3,7.0,XXXXX,C01,F,2017-08-01,,CA2,0.0,オールタイム,10500.0,入会費半額,6.0,6.0,10.0,3.0,1.0,2019-04-30,20.0,,0
201805,IK865460,5,8.0,XXXXX,C02,F,2017-07-01,,CA2,0.0,デイタイム,7500.0,入会費半額,5.916666666666668,5.5,9.0,4.0,1.0,2019-04-30,21.0,,0
201811,TS637007,6,3.0,XXXXX,C01,M,2015-09-01,,CA1,0.0,オールタイム,10500.0,通常,4.25,4.0,8.0,2.0,1.0,2019-04-30,43.0,,0
201809,OA423930,1,3.0,XX,C02,M,2015-12-01,,CA1,0.0,デイタイム,7500.0,通常,4.083333333333333,4.0,7.0,1.0,1.0,2019-04-30,40.0,,0
201808,TS569032,9,8.0,XXXXXX,C03,F,2018-07-07,,CA1,0.0,ナイト,6000.0,通常,8.222222222222221,8.0,11.0,7.0,1.0,2019-04-30,9.0,,0
201810,HD037991,7,5.0,XXX,C02,F,2017-03-01,,CA1,0.0,デイタイム,7500.0,通常,4.916666666666667,5.5,7.0,2.0,1.0,2019-04-30,25.0,,0
201811,TS457036,4,10.0,XXXXX,C01,F,2018-07-14,,CA1,0.0,オールタイム,10500.0,通常,7.666666666666668,8.0,11.0,4.0,1.0,2019-04-30,9.0,,0
201901,AS333662,10,,XXXXX,C01,F,2019-01-02,,CA1,0.0,オールタイム,10500.0,通常,10.333333333333334,10.0,11.0,10.0,1.0,2019-04-30,3.0,,0
201810,AS869895,8,4.0,XXXXX,C03,M,2017-05-01,,CA1,0.0,ナイト,6000.0,通常,4.916666666666667,4.0,8.0,2.0,1.0,2019-04-30,23.0,,0
201807,HD867363,9,7.0,XXXXXX,C03,F,2016-12-01,,CA1,0.0,ナイト,6000.0,通常,6.0,6.0,9.0,3.0,1.0,2019-04-30,28.0,,0
201811,HI015767,5,3.0,XXXXX,C03,M,2015-12-01,,CA1,0.0,ナイト,6000.0,通常,5.0,4.5,9.0,2.0,1.0,2019-04-30,40.0,,0
201807,HI441426,5,8.0,XXXXX,C01,M,2017-06-01,,CA1,0.0,オールタイム,10500.0,通常,6.0,5.5,9.0,3.0,1.0,2019-04-30,22.0,,0
201812,HD707253,5,6.0,XXXXX,C01,M,2018-05-06,,CA2,0.0,オールタイム,10500.0,入会費半額,7.090909090909091,7.0,10.0,5.0,1.0,2019-04-30,11.0,,0
201810,IK003477,4,5.0,XXXXX,C02,F,2016-03-01,,CA1,0.0,デイタイム,7500.0,通常,3.8333333333333335,4.0,5.0,2.0,1.0,2019-04-30,37.0,,0
201809,AS945488,6,6.0,XXXX,C01,F,2016-03-01,,CA1,0.0,オールタイム,10500.0,通常,5.083333333333333,5.0,6.0,2.0,1.0,2019-04-30,37.0,,0
201806,IK733404,4,4.0,XXXX,C03,M,2016-05-01,,CA1,0.0,ナイト,6000.0,通常,4.083333333333333,4.0,6.0,1.0,1.0,2019-04-30,35.0,,0
201902,OA691219,8,10.0,XXXXX,C01,F,2018-12-06,,CA3,0.0,オールタイム,10500.0,入会費無料,9.0,9.0,10.0,8.0,1.0,2019-04-30,4.0,,0
201903,GD059086,4,5.0,XXXX,C01,M,2017-07-01,,CA2,0.0,オールタイム,10500.0,入会費半額,6.166666666666668,6.0,8.0,4.0,1.0,2019-04-30,21.0,,0
201809,IK205407,5,5.0,XXXX,C01,M,2016-01-01,,CA1,0.0,オールタイム,10500.0,通常,4.583333333333333,5.0,7.0,3.0,1.0,2019-04-30,39.0,,0
201806,HI683278,2,4.0,XXXXX,C01,M,2016-04-01,,CA1,0.0,オールタイム,10500.0,通常,3.8333333333333335,4.0,5.0,2.0,1.0,2019-04-30,36.0,,0
201805,TS282078,6,6.0,XXXX,C03,F,2017-03-01,,CA1,0.0,ナイト,6000.0,通常,5.416666666666668,6.0,8.0,2.0,1.0,2019-04-30,25.0,,0
201805,TS941110,10,6.0,XX,C01,M,2018-02-01,,CA1,0.0,オールタイム,10500.0,通常,6.666666666666668,7.0,10.0,4.0,1.0,2019-04-30,14.0,,0
201902,HI611999,8,6.0,XXXXX,C01,M,2018-11-02,,CA1,0.0,オールタイム,10500.0,通常,7.4,8.0,9.0,6.0,1.0,2019-04-30,5.0,,0
201806,OA786284,7,8.0,XXXXXX,C01,F,2017-07-01,,CA2,0.0,オールタイム,10500.0,入会費半額,6.166666666666668,6.5,9.0,2.0,1.0,2019-04-30,21.0,,0
201811,GD212992,6,4.0,XXXX,C03,F,2015-06-01,,CA1,0.0,ナイト,6000.0,通常,5.25,5.0,9.0,3.0,1.0,2019-04-30,46.0,,0
201812,PL967244,5,6.0,XXX,C02,F,2015-11-01,,CA1,0.0,デイタイム,7500.0,通常,4.583333333333333,4.0,7.0,2.0,1.0,2019-04-30,41.0,,0
201809,GD437531,1,5.0,XXXXX,C01,M,2015-06-01,,CA1,0.0,オールタイム,10500.0,通常,4.416666666666667,4.5,7.0,1.0,1.0,2019-04-30,46.0,,0
201902,OA161496,10,9.0,XXXX,C01,M,2018-10-12,,CA1,0.0,オールタイム,10500.0,通常,8.5,8.0,10.0,8.0,1.0,2019-04-30,6.0,,0
201811,HI563460,6,6.0,XXXX,C01,M,2017-04-01,,CA1,0.0,オールタイム,10500.0,通常,5.666666666666668,6.0,9.0,3.0,1.0,2019-04-30,24.0,,0
201809,PL012521,4,8.0,XXX,C01,F,2017-09-01,,CA1,0.0,オールタイム,10500.0,通常,6.25,6.5,9.0,3.0,1.0,2019-04-30,19.0,,0
201809,TS602789,6,5.0,XXXX,C02,M,2018-07-14,,CA1,0.0,デイタイム,7500.0,通常,7.666666666666668,7.0,10.0,5.0,1.0,2019-04-30,9.0,,0
201902,TS070436,10,7.0,XXX,C01,F,2018-06-13,,CA2,0.0,オールタイム,10500.0,入会費半額,8.2,8.0,11.0,5.0,1.0,2019-04-30,10.0,,0
201812,OA210660,7,5.0,XXXX,C01,M,2017-05-01,,CA1,0.0,オールタイム,10500.0,通常,5.75,5.5,7.0,4.0,1.0,2019-04-30,23.0,,0
201807,GD401728,8,7.0,XXXXX,C01,M,2017-12-01,,CA3,0.0,オールタイム,10500.0,入会費無料,6.666666666666668,7.0,10.0,4.0,1.0,2019-04-30,16.0,,0
201806,PL929818,3,6.0,XXX,C02,M,2015-09-01,,CA1,0.0,デイタイム,7500.0,通常,4.083333333333333,4.0,7.0,2.0,1.0,2019-04-30,43.0,,0
201808,TS975153,7,7.0,XXXXX,C02,F,2017-01-01,,CA1,0.0,デイタイム,7500.0,通常,5.583333333333332,5.5,8.0,3.0,1.0,2019-04-30,27.0,,0
201809,IK569155,4,7.0,XXXXXX,C02,M,2015-08-01,,CA1,0.0,デイタイム,7500.0,通常,4.916666666666667,4.5,8.0,1.0,1.0,2019-04-30,44.0,,0
201808,PL941924,4,3.0,XX,C02,F,2016-03-01,,CA1,0.0,デイタイム,7500.0,通常,4.0,4.0,7.0,1.0,1.0,2019-04-30,37.0,,0
201811,IK552505,6,6.0,XXXX,C03,M,2016-05-01,,CA1,0.0,ナイト,6000.0,通常,5.166666666666667,5.0,7.0,3.0,1.0,2019-04-30,35.0,,0
201805,HD147072,10,8.0,XXXXX,C02,F,2017-12-01,,CA3,0.0,デイタイム,7500.0,入会費無料,7.25,7.0,10.0,4.0,1.0,2019-04-30,16.0,,0
201805,PL677323,6,7.0,XXXXX,C01,F,2015-09-01,,CA1,0.0,オールタイム,10500.0,通常,5.333333333333333,5.5,7.0,3.0,1.0,2019-04-30,43.0,,0
201812,HI821087,1,6.0,XXXX,C02,F,2016-07-01,,CA2,0.0,デイタイム,7500.0,入会費半額,3.9166666666666665,4.0,6.0,1.0,1.0,2019-04-30,33.0,,0
201809,GD364043,3,4.0,XXXXX,C03,M,2016-03-01,,CA1,0.0,ナイト,6000.0,通常,4.833333333333333,5.0,7.0,3.0,1.0,2019-04-30,37.0,,0
201903,OA514351,5,6.0,XXX,C03,M,2018-11-02,,CA1,0.0,ナイト,6000.0,通常,6.8,7.0,8.0,5.0,1.0,2019-04-30,5.0,,0
201811,OA346394,5,8.0,XXXXX,C02,M,2017-04-01,,CA1,0.0,デイタイム,7500.0,通常,4.583333333333333,4.5,8.0,2.0,1.0,2019-04-30,24.0,,0
201808,HI154843,9,6.0,XX,C03,M,2018-06-05,,CA2,0.0,ナイト,6000.0,入会費半額,7.3,8.0,10.0,4.0,1.0,2019-04-30,10.0,,0
201806,TS806267,7,4.0,XXX,C03,M,2017-09-01,,CA1,0.0,ナイト,6000.0,通常,6.25,6.0,9.0,3.0,1.0,2019-04-30,19.0,,0
201902,OA872586,7,7.0,XXXX,C03,M,2018-12-09,,CA3,0.0,ナイト,6000.0,入会費無料,7.25,7.0,9.0,6.0,1.0,2019-04-30,4.0,,0
201810,AS499893,5,5.0,XXXXX,C01,F,2016-01-01,,CA1,0.0,オールタイム,10500.0,通常,4.25,4.0,7.0,2.0,1.0,2019-04-30,39.0,,0
201807,GD879805,4,6.0,XXXX,C01,M,2015-09-01,,CA1,0.0,オールタイム,10500.0,通常,4.083333333333333,4.0,6.0,1.0,1.0,2019-04-30,43.0,,0
201811,IK200910,6,5.0,XXXXX,C02,F,2015-10-01,,CA1,0.0,デイタイム,7500.0,通常,4.666666666666667,4.5,8.0,2.0,1.0,2019-04-30,42.0,,0
201812,OA236156,3,4.0,XXXXX,C01,F,2015-06-01,,CA1,0.0,オールタイム,10500.0,通常,4.083333333333333,3.5,8.0,2.0,1.0,2019-04-30,46.0,,0
201901,TS516522,5,5.0,XXXX,C01,F,2017-08-01,,CA2,0.0,オールタイム,10500.0,入会費半額,5.75,5.5,9.0,2.0,1.0,2019-04-30,20.0,,0
201903,AS625883,6,4.0,XXXX,C02,F,2015-05-01,,CA1,0.0,デイタイム,7500.0,通常,4.75,5.0,6.0,2.0,1.0,2019-04-30,47.0,,0
201808,PL350979,7,,XXX,C02,F,2018-08-12,,CA1,0.0,デイタイム,7500.0,通常,7.75,7.5,10.0,6.0,1.0,2019-04-30,8.0,,0
201809,TS849376,3,7.0,XXX,C01,F,2015-09-01,,CA1,0.0,オールタイム,10500.0,通常,4.833333333333333,4.5,7.0,3.0,1.0,2019-04-30,43.0,,0
201902,TS073726,7,6.0,XXXXX,C02,M,2017-05-01,,CA1,0.0,デイタイム,7500.0,通常,5.833333333333332,6.0,7.0,4.0,1.0,2019-04-30,23.0,,0
201807,PL049278,3,6.0,XXXXX,C02,M,2017-03-01,,CA1,0.0,デイタイム,7500.0,通常,5.5,5.5,8.0,3.0,1.0,2019-04-30,25.0,,0
201812,AS099118,5,6.0,XXXXX,C01,M,2015-06-01,,CA1,0.0,オールタイム,10500.0,通常,4.5,5.0,6.0,1.0,1.0,2019-04-30,46.0,,0
201812,HI654756,2,5.0,XXXXX,C01,M,2015-12-01,,CA1,0.0,オールタイム,10500.0,通常,4.833333333333333,5.0,8.0,2.0,1.0,2019-04-30,40.0,,0
201808,OA545330,6,6.0,XXXX,C01,M,2017-10-01,,CA1,0.0,オールタイム,10500.0,通常,6.166666666666668,6.0,11.0,2.0,1.0,2019-04-30,18.0,,0
201806,OA962428,4,5.0,XXXX,C03,M,2015-09-01,,CA1,0.0,ナイト,6000.0,通常,4.416666666666667,4.0,6.0,2.0,1.0,2019-04-30,43.0,,0
201901,AS158438,5,5.0,XXXXXX,C01,M,2017-03-01,,CA1,0.0,オールタイム,10500.0,通常,5.333333333333333,5.0,8.0,2.0,1.0,2019-04-30,25.0,,0
201809,OA818666,7,4.0,XXXX,C02,F,2015-06-01,,CA1,0.0,デイタイム,7500.0,通常,5.083333333333333,4.0,9.0,3.0,1.0,2019-04-30,46.0,,0
201811,IK755649,5,5.0,XXXXX,C01,M,2015-12-01,,CA1,0.0,オールタイム,10500.0,通常,4.75,5.0,8.0,3.0,1.0,2019-04-30,40.0,,0
201805,HD298120,5,5.0,XXXXX,C02,F,2017-07-01,,CA2,0.0,デイタイム,7500.0,入会費半額,5.916666666666668,6.0,8.0,4.0,1.0,2019-04-30,21.0,,0
201810,OA225076,5,4.0,XXXXX,C01,M,2015-06-01,,CA1,0.0,オールタイム,10500.0,通常,4.333333333333333,4.5,7.0,1.0,1.0,2019-04-30,46.0,,0
201807,IK258132,6,3.0,XXXXX,C01,M,2016-06-01,,CA1,0.0,オールタイム,10500.0,通常,4.333333333333333,4.0,7.0,2.0,1.0,2019-04-30,34.0,,0
201811,HD453390,3,4.0,XXXX,C03,M,2015-07-01,,CA1,0.0,ナイト,6000.0,通常,4.0,4.0,7.0,2.0,1.0,2019-04-30,45.0,,0
201807,OA558072,5,6.0,XXXXXX,C03,M,2016-08-01,,CA1,0.0,ナイト,6000.0,通常,4.583333333333333,5.0,6.0,1.0,1.0,2019-04-30,32.0,,0
201812,IK417386,3,3.0,XXXXX,C01,M,2015-11-01,,CA1,0.0,オールタイム,10500.0,通常,4.5,4.5,7.0,2.0,1.0,2019-04-30,41.0,,0
201810,HI378471,7,4.0,XXXX,C01,M,2015-12-01,,CA1,0.0,オールタイム,10500.0,通常,4.666666666666667,4.5,7.0,3.0,1.0,2019-04-30,40.0,,0
201808,OA842166,5,5.0,XXX,C02,F,2016-01-01,,CA1,0.0,デイタイム,7500.0,通常,4.916666666666667,5.0,7.0,2.0,1.0,2019-04-30,39.0,,0
201903,HD870987,9,,XXX,C01,M,2019-03-03,,CA1,0.0,オールタイム,10500.0,通常,9.0,9.0,9.0,9.0,1.0,2019-04-30,1.0,,0
201812,HD693609,4,8.0,XXX,C01,M,2017-09-01,,CA1,0.0,オールタイム,10500.0,通常,6.25,6.5,10.0,4.0,1.0,2019-04-30,19.0,,0
201902,AS190883,6,5.0,XXXXX,C03,M,2017-04-01,,CA1,0.0,ナイト,6000.0,通常,5.833333333333332,6.0,8.0,5.0,1.0,2019-04-30,24.0,,0
201903,HI162853,4,6.0,XXX,C03,M,2016-07-01,,CA2,0.0,ナイト,6000.0,入会費半額,4.583333333333333,4.5,6.0,3.0,1.0,2019-04-30,33.0,,0
201806,OA589436,5,6.0,XXXXX,C02,F,2016-10-01,,CA1,0.0,デイタイム,7500.0,通常,5.0,5.0,6.0,4.0,1.0,2019-04-30,30.0,,0
201807,AS648913,5,3.0,XXXXX,C03,F,2016-03-01,,CA1,0.0,ナイト,6000.0,通常,5.083333333333333,5.0,8.0,2.0,1.0,2019-04-30,37.0,,0
201812,TS998593,7,9.0,XXXXX,C03,M,2018-09-01,,CA1,0.0,ナイト,6000.0,通常,8.142857142857142,8.0,9.0,7.0,1.0,2019-04-30,7.0,,0
201902,IK676041,6,2.0,XXXXX,C01,F,2016-08-01,,CA1,0.0,オールタイム,10500.0,通常,5.25,5.5,7.0,2.0,1.0,2019-04-30,32.0,,0
201902,OA057829,5,5.0,XXXXX,C03,F,2017-05-01,,CA1,0.0,ナイト,6000.0,通常,6.666666666666668,7.0,10.0,4.0,1.0,2019-04-30,23.0,,0
201806,HI500662,6,7.0,XXXXX,C03,M,2018-02-01,,CA1,0.0,ナイト,6000.0,通常,6.666666666666668,6.0,10.0,5.0,1.0,2019-04-30,14.0,,0
201902,HI561218,3,6.0,XXXXX,C02,F,2017-08-01,,CA2,0.0,デイタイム,7500.0,入会費半額,5.75,6.0,9.0,3.0,1.0,2019-04-30,20.0,,0
201809,IK013644,8,7.0,XXXX,C01,F,2018-02-01,,CA1,0.0,オールタイム,10500.0,通常,7.25,7.0,10.0,6.0,1.0,2019-04-30,14.0,,0
201805,GD719151,6,7.0,XXXXX,C02,F,2017-01-01,,CA1,0.0,デイタイム,7500.0,通常,5.083333333333333,5.5,8.0,1.0,1.0,2019-04-30,27.0,,0
